source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
116-Maternity-Foetal examination-Foetal Heart Heard,0,GOLD_ADD_ETYPE_STCM,116-Maternity-Foetal examination-Foetal Heart Heard,4269426,SNOMED,1970-01-01,2099-12-31,
116-Maternity-Foetal examination-Foetal Movement Felt,0,GOLD_ADD_ETYPE_STCM,116-Maternity-Foetal examination-Foetal Movement Felt,4269424,SNOMED,1970-01-01,2099-12-31,
116-Maternity-Foetal examination-Foetal Presentation,0,GOLD_ADD_ETYPE_STCM,116-Maternity-Foetal examination-Foetal Presentation,4152200,SNOMED,1970-01-01,2099-12-31,
116-Maternity-Foetal examination-Fundus,0,GOLD_ADD_ETYPE_STCM,116-Maternity-Foetal examination-Fundus,4264398,SNOMED,2002-01-31,2099-12-31,
117-Diabetes-Foot pulse right leg-Right Dorsalis Pedis,0,GOLD_ADD_ETYPE_STCM,117-Diabetes-Foot pulse right leg-Right Dorsalis Pedis,4324890,SNOMED,1970-01-01,2099-12-31,
117-Diabetes-Foot pulse right leg-Right Posterior Tibia,0,GOLD_ADD_ETYPE_STCM,117-Diabetes-Foot pulse right leg-Right Posterior Tibia,4180591,SNOMED,1970-01-01,2099-12-31,
118-Diabetes-Foot pulse left leg-Left Dorsalis Pedis,0,GOLD_ADD_ETYPE_STCM,118-Diabetes-Foot pulse left leg-Left Dorsalis Pedis,4225511,SNOMED,1970-01-01,2099-12-31,
118-Diabetes-Foot pulse left leg-Left Posterior Tibia,0,GOLD_ADD_ETYPE_STCM,118-Diabetes-Foot pulse left leg-Left Posterior Tibia,4222862,SNOMED,1970-01-01,2099-12-31,
120-Child Health Surveillance-Gestational age of baby-Outcome of Delivery,0,GOLD_ADD_ETYPE_STCM,120-Child Health Surveillance-Gestational age of baby-Outcome of Delivery,44791883,SNOMED,1970-01-01,2099-12-31,
120-Child Health Surveillance-Gestational age of baby-Weeks,0,GOLD_ADD_ETYPE_STCM,120-Child Health Surveillance-Gestational age of baby-Weeks,44791883,SNOMED,1970-01-01,2099-12-31,
121-Asthma-Asthma management at 30% peak flow-Asthma Management 30%,0,GOLD_ADD_ETYPE_STCM,121-Asthma-Asthma management at 30% peak flow-Asthma Management 30%,4235703,SNOMED,1970-01-01,2099-12-31,
122-Asthma-Asthma management at 50% peak flow-Asthma Management 50%,0,GOLD_ADD_ETYPE_STCM,122-Asthma-Asthma management at 50% peak flow-Asthma Management 50%,4235703,SNOMED,1970-01-01,2099-12-31,
123-Asthma-Asthma management at 80% peak flow-Asthma Management 80%,0,GOLD_ADD_ETYPE_STCM,123-Asthma-Asthma management at 80% peak flow-Asthma Management 80%,4235703,SNOMED,1970-01-01,2099-12-31,
126-Maternity-Maternity infant details-Apgar score at 1 minute,0,GOLD_ADD_ETYPE_STCM,126-Maternity-Maternity infant details-Apgar score at 1 minute,4014304,SNOMED,1970-01-01,2099-12-31,
126-Maternity-Maternity infant details-Apgar score at 5 minutes,0,GOLD_ADD_ETYPE_STCM,126-Maternity-Maternity infant details-Apgar score at 5 minutes,4016464,SNOMED,1970-01-01,2099-12-31,
129-Maternity-Pregnancy dates-Expected date of delivery,0,GOLD_ADD_ETYPE_STCM,129-Maternity-Pregnancy dates-Expected date of delivery,4059478,SNOMED,1970-01-01,2099-12-31,
13-Examination Findings-Weight-BMI,0,GOLD_ADD_ETYPE_STCM,13-Examination Findings-Weight-BMI,3038553,LOINC,1970-01-01,2099-12-31,
13-Examination Findings-Weight-Weight centile,0,GOLD_ADD_ETYPE_STCM,13-Examination Findings-Weight-Weight centile,4087496,SNOMED,1970-01-01,2099-12-31,
13-Examination Findings-Weight-Weight in kilos,0,GOLD_ADD_ETYPE_STCM,13-Examination Findings-Weight-Weight in kilos,3025315,LOINC,1970-01-01,2099-12-31,
131-Examination Findings-Pulse (CVS/BP)-Pulse rate,0,GOLD_ADD_ETYPE_STCM,131-Examination Findings-Pulse (CVS/BP)-Pulse rate,4301868,SNOMED,1970-01-01,2099-12-31,
133-Child Health Surveillance-CHS Sphincters-Clean by Day,0,GOLD_ADD_ETYPE_STCM,133-Child Health Surveillance-CHS Sphincters-Clean by Day,44791883,SNOMED,1970-01-01,2099-12-31,
133-Child Health Surveillance-CHS Sphincters-Clean by Night,0,GOLD_ADD_ETYPE_STCM,133-Child Health Surveillance-CHS Sphincters-Clean by Night,44791883,SNOMED,1970-01-01,2099-12-31,
133-Child Health Surveillance-CHS Sphincters-Dry by Day,0,GOLD_ADD_ETYPE_STCM,133-Child Health Surveillance-CHS Sphincters-Dry by Day,44791883,SNOMED,1970-01-01,2099-12-31,
133-Child Health Surveillance-CHS Sphincters-Dry by Night,0,GOLD_ADD_ETYPE_STCM,133-Child Health Surveillance-CHS Sphincters-Dry by Night,44791883,SNOMED,1970-01-01,2099-12-31,
134-Diabetes-Visual acuity right eye-Visual Acuity,0,GOLD_ADD_ETYPE_STCM,134-Diabetes-Visual acuity right eye-Visual Acuity,4302660,SNOMED,1970-01-01,2099-12-31,
134-Diabetes-Visual acuity right eye-Visual Aid,0,GOLD_ADD_ETYPE_STCM,134-Diabetes-Visual acuity right eye-Visual Aid,4302660,SNOMED,1970-01-01,2099-12-31,
135-Diabetes-Visual acuity left eye-Visual Acuity,0,GOLD_ADD_ETYPE_STCM,135-Diabetes-Visual acuity left eye-Visual Acuity,4299713,SNOMED,1970-01-01,2099-12-31,
135-Diabetes-Visual acuity left eye-Visual Aid,0,GOLD_ADD_ETYPE_STCM,135-Diabetes-Visual acuity left eye-Visual Aid,4299713,SNOMED,1970-01-01,2099-12-31,
136-Child Health Surveillance-Schooling CHS-Attends school,0,GOLD_ADD_ETYPE_STCM,136-Child Health Surveillance-Schooling CHS-Attends school,44791883,SNOMED,1970-01-01,2099-12-31,
137-Allergy & Intolerance-Allergy and intolerance (non drug)-Certainty,0,GOLD_ADD_ETYPE_STCM,137-Allergy & Intolerance-Allergy and intolerance (non drug)-Certainty,42528776,LOINC,1970-01-01,2099-12-31,
137-Allergy & Intolerance-Allergy and intolerance (non drug)-Severity,0,GOLD_ADD_ETYPE_STCM,137-Allergy & Intolerance-Allergy and intolerance (non drug)-Severity,42528776,LOINC,1970-01-01,2099-12-31,
14-Examination Findings-Height-Height centile,0,GOLD_ADD_ETYPE_STCM,14-Examination Findings-Height-Height centile,4086991,SNOMED,1970-01-01,2099-12-31,
14-Examination Findings-Height-Height in metres,0,GOLD_ADD_ETYPE_STCM,14-Examination Findings-Height-Height in metres,3036277,LOINC,1970-01-01,2099-12-31,
145-Child Health Surveillance-CHS Apgar score at 5 minutes-Apgar score at 5 minutes,0,GOLD_ADD_ETYPE_STCM,145-Child Health Surveillance-CHS Apgar score at 5 minutes-Apgar score at 5 minutes,4016464,SNOMED,1970-01-01,2099-12-31,
147-CV / Hypertension-Cardiovascular disease risk-Cardiovascular risk status,0,GOLD_ADD_ETYPE_STCM,147-CV / Hypertension-Cardiovascular disease risk-Cardiovascular risk status,4235821,SNOMED,1970-01-01,2099-12-31,
147-CV / Hypertension-Cardiovascular disease risk-Risk score,0,GOLD_ADD_ETYPE_STCM,147-CV / Hypertension-Cardiovascular disease risk-Risk score,4235821,SNOMED,1970-01-01,2099-12-31,
149-Death Administration-Cause of death-Category of death,0,GOLD_ADD_ETYPE_STCM,149-Death Administration-Cause of death-Category of death,4083743,SNOMED,1970-01-01,2099-12-31,
20-Lifestyle-Contraception-Date IUCD fitted,0,GOLD_ADD_ETYPE_STCM,20-Lifestyle-Contraception-Date IUCD fitted,44788557,SNOMED,1970-01-01,2099-12-31,
20-Lifestyle-Contraception-Last claim expiry date,0,GOLD_ADD_ETYPE_STCM,20-Lifestyle-Contraception-Last claim expiry date,44796551,SNOMED,1970-01-01,2099-12-31,
20-Lifestyle-Contraception-New claim expiry date,0,GOLD_ADD_ETYPE_STCM,20-Lifestyle-Contraception-New claim expiry date,44796551,SNOMED,1970-01-01,2099-12-31,
21-Allergy & Intolerance-Allergy and intolerance-Certainty,0,GOLD_ADD_ETYPE_STCM,21-Allergy & Intolerance-Allergy and intolerance-Certainty,42528776,LOINC,1970-01-01,2099-12-31,
21-Allergy & Intolerance-Allergy and intolerance-Drug Code,0,GOLD_ADD_ETYPE_STCM,21-Allergy & Intolerance-Allergy and intolerance-Drug Code,439224,SNOMED,1970-01-01,2099-12-31,
21-Allergy & Intolerance-Allergy and intolerance-Reaction Type,0,GOLD_ADD_ETYPE_STCM,21-Allergy & Intolerance-Allergy and intolerance-Reaction Type,441207,SNOMED,1970-01-01,2099-12-31,
21-Allergy & Intolerance-Allergy and intolerance-Read Code For Reaction,0,GOLD_ADD_ETYPE_STCM,21-Allergy & Intolerance-Allergy and intolerance-Read Code For Reaction,4166257,SNOMED,1970-01-01,2099-12-31,
21-Allergy & Intolerance-Allergy and intolerance-Severity,0,GOLD_ADD_ETYPE_STCM,21-Allergy & Intolerance-Allergy and intolerance-Severity,42528776,LOINC,1970-01-01,2099-12-31,
23-Lifestyle-Advice given-Format of advice,0,GOLD_ADD_ETYPE_STCM,23-Lifestyle-Advice given-Format of advice,1340204,OMOP Extension,2022-05-06,2099-12-31,
23-Lifestyle-Advice given-Type of advice,0,GOLD_ADD_ETYPE_STCM,23-Lifestyle-Advice given-Type of advice,1340204,OMOP Extension,2022-05-06,2099-12-31,
24-Child Health Surveillance-CHS Behaviour-Behaviour,0,GOLD_ADD_ETYPE_STCM,24-Child Health Surveillance-CHS Behaviour-Behaviour,44791883,SNOMED,1970-01-01,2099-12-31,
25-Asthma-Current Asthma status-Current Asthma Status,0,GOLD_ADD_ETYPE_STCM,25-Asthma-Current Asthma status-Current Asthma Status,4235703,SNOMED,1970-01-01,2099-12-31,
29-Lifestyle-Diet-Type of diet,0,GOLD_ADD_ETYPE_STCM,29-Lifestyle-Diet-Type of diet,21493945,LOINC,1970-01-01,2099-12-31,
3-Other Pathology Tests-Cervical cytology-Adequate?,0,GOLD_ADD_ETYPE_STCM,3-Other Pathology Tests-Cervical cytology-Adequate?,4166727,SNOMED,2005-07-31,2099-12-31,
3-Other Pathology Tests-Cervical cytology-In Practice,0,GOLD_ADD_ETYPE_STCM,3-Other Pathology Tests-Cervical cytology-In Practice,4166727,SNOMED,2005-07-31,2099-12-31,
30-Lifestyle-Exercise-Type of Exercise,0,GOLD_ADD_ETYPE_STCM,30-Lifestyle-Exercise-Type of Exercise,4116678,SNOMED,1970-01-01,2099-12-31,
32-Maternity-Feeding (maternity)-Type of feeding,0,GOLD_ADD_ETYPE_STCM,32-Maternity-Feeding (maternity)-Type of feeding,4266616,SNOMED,1970-01-01,2099-12-31,
34-Child Health Surveillance-CHS genitalia-Genitalia,0,GOLD_ADD_ETYPE_STCM,34-Child Health Surveillance-CHS genitalia-Genitalia,44791883,SNOMED,1970-01-01,2099-12-31,
371-Child Health Surveillance-Gait for child health surveillance-Gait,0,GOLD_ADD_ETYPE_STCM,371-Child Health Surveillance-Gait for child health surveillance-Gait,44791883,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-10Y CVD RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-10Y CVD RISK,40768539,LOINC,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN.,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN.,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN CALCUL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN CALCUL,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN CVD,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN CVD,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN RISK,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN SCORE,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN-SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN-SCORE,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN-SCORE.,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN-SCORE.,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN SCOT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN SCOT,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN (SCOT),0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN (SCOT),44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-ASSIGN SCOTLA,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ASSIGN SCOTLA,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT,4157230,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT 10,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT 10,4157230,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-FULL AUDIT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-FULL AUDIT,4157230,SNOMED,2002-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT-C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT-C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDITC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDITC,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT- C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT- C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT C.,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT C.,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT  C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT  C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT=C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT=C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT - C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT - C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-A\UDIT-C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-A\UDIT-C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT-C-,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT-C-,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT C`,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT C`,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT--C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT--C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT_C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT_C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT ~C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT ~C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT C FORM,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT C FORM,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT C SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT C SCORE,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT - SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT - SCORE,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT-C SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT-C SCORE,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT C TEST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT C TEST,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT C TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT C TOOL,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUDIT SCORE C,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUDIT SCORE C,44792141,SNOMED,2015-06-29,2099-12-31,
372-Diagnostic Tests-Scoring test result-BLF/ACT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-BLF/ACT,40481511,SNOMED,2010-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-ACT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-ACT,40481511,SNOMED,2010-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CAT,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CAT,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CAT ASSESSMEN,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CAT ASSESSMEN,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CAT FORM,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CAT FORM,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CAT QUESTIONN,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CAT QUESTIONN,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CAT QUESTIONS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CAT QUESTIONS,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CATSCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CATSCORE,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CAT SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CAT SCORE,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CAT TEST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CAT TEST,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CAT-TEST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CAT-TEST,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CATTEST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CATTEST,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-COPD CAT SCOR,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-COPD CAT SCOR,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-COPD CAT TEST,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-COPD CAT TEST,36684442,SNOMED,2019-01-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-CVD ASSIGN,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CVD ASSIGN,44799709,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHA2DS-VASC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHA2DS-VASC,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHA2DS2-VACS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHA2DS2-VACS,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHA2DS2-VACSC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHA2DS2-VACSC,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHA2DS2-VASC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHA2DS2-VASC,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHA2DS2-VASCS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHA2DS2-VASCS,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHA2DS2 VASC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHA2DS2 VASC,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHA2DS2VASC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHA2DS2VASC,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHA2DSS2-VASC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHA2DSS2-VASC,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHADSVAS,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHADSVAS,37017409,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-AUTOMATIC,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-AUTOMATIC,4229700,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHADS2,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHADS2,4229700,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CHADS2 SCORE,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CHADS2 SCORE,4229700,SNOMED,1970-01-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CORE10,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CORE10,44792273,SNOMED,2008-04-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-CSHA FRAILTY,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-CSHA FRAILTY,40483383,SNOMED,2010-07-31,2099-12-31,
372-Diagnostic Tests-Scoring test result-EARLI,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EARLI,44802288,SNOMED,2009-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-EARLI RISK,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EARLI RISK,44802288,SNOMED,2009-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-EARLI TOOL,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EARLI TOOL,44802288,SNOMED,2009-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-EDMONTON,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EDMONTON,44809525,SNOMED,2012-10-01,2099-12-31,
372-Diagnostic Tests-Scoring test result-EFI,0,GOLD_ADD_ETYPE_STCM,372-Diagnostic Tests-Scoring test result-EFI,35609704,SNOMED,1970-01-01,2099-12-31,
